Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Xu, Z., Pekelis, L.","Chinese Interpreting Studies: A data-driven analysis of a dynamic field of enquiry",2015,"PeerJ",2015,9, e1249,,,,,10.7717/peerj.1249,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84944875271&partnerID=40&md5=15e3a4928ef501c55748190a3389451b",Article,Scopus,2-s2.0-84944875271
"Steele, J., Fitzpatrick, A., Bruce-Low, S., Fisher, J.","The effects of set volume during isolated lumbar extension resistance training in recreationally trained males",2015,"PeerJ",2015,3, e878,,,,1,10.7717/peerj.878,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84927144617&partnerID=40&md5=adc1eaeee0a1cdd0687554b3e537acf2",Article,Scopus,2-s2.0-84927144617
"Biswas, K.H., Badireddy, S., Rajendran, A., Anand, G.S., Visweswariah, S.S.","Cyclic nucleotide binding and structural changes in the isolated GAF domain of Anabaena adenylyl cyclase, CyaB2",2015,"PeerJ",2015,3, e882,,,,3,10.7717/peerj.882,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84982683348&partnerID=40&md5=23c9f59e7008a17fe5b7df64e69212b7",Article,Scopus,2-s2.0-84982683348
"Xu, Z., Pekelis, L.B.","A survey of Chinese interpreting studies: Who influences who ... and why?",2015,"PeerJ",2015,1, e14,,,,2,10.7717/peerj-cs.14,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84944899004&partnerID=40&md5=9df22947a5695fa6477ced958b9b4e72",Article,Scopus,2-s2.0-84944899004
"Stallings, C.D., Nelson, J.A., Rozar, K.L., Adams, C.S., Wall, K.R., Switzer, T.S., Winner, B.L., Hollander, D.J.","Effects of preservation methods of muscle tissue fromupper-trophic level reef fishes on stable isotope values (δ<sup>13</sup>C and δ<sup>15</sup>N)",2015,"PeerJ",2015,3, e874,,,,3,10.7717/peerj.874,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84926442612&partnerID=40&md5=3795d979cd70de2e5485186300ae8546",Article,Scopus,2-s2.0-84926442612
"Bevelacqua, J.J.","&lt;sup&gt;210&lt;/sup&gt;Po microsphere radiological design for tumor vascular disruption",2015,"PeerJ",2015,8, e1143,,,,,10.7717/peerj.1143,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84940394878&partnerID=40&md5=34c78fadb3966594c338074f0d48a1f6",Article,Scopus,2-s2.0-84940394878
"Koijck, L.A., Toet, A., Van Erp, J.B.F.","Tactile roughness perception in the presence of olfactory and trigeminal stimulants",2015,"PeerJ",2015,5, e955,,,,,10.7717/peerj.955,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84930661787&partnerID=40&md5=7529a40071646ca70c56ea716ca16744",Article,Scopus,2-s2.0-84930661787
"McCurry, M.R., Evans, A.R., McHenry, C.R.","The sensitivity of biological finite element models to the resolution of surface geometry: A case study of crocodilian crania",2015,"PeerJ",2015,6, e988,,,,3,10.7717/peerj.988,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84930638917&partnerID=40&md5=6d8407985e5730361df66188065581d7",Article,Scopus,2-s2.0-84930638917
"Finlay, S., Cooper, N.","Morphological diversity in tenrecs (Afrosoricida, Tenrecidae): Comparing tenrec skull diversity to their closest relatives",2015,"PeerJ",2015,3, e927,,,,1,10.7717/peerj.927,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84961320563&partnerID=40&md5=2e099158a616ec4b0133439aa1abb194",Article,Scopus,2-s2.0-84961320563
"Hoang, D., Kopp, A., Chandler, J.A.","Interactions between Drosophila and its natural yeast symbionts-Is Saccharomyces cerevisiae a good model for studying the fly-yeast relationship?",2015,"PeerJ",2015,8, 1116,,,,8,10.7717/peerj.1116,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84940382448&partnerID=40&md5=9333db2c8b642119154173147f0e93d6",Article,Scopus,2-s2.0-84940382448
"Parks, A., Charest-Morin, X., Boivin-Welch, M., Bouthillier, J., Marceau, F.","Autophagic flux inhibition and lysosomogenesis ensuing cellular capture and retention of the cationic drug quinacrine inmurine models",2015,"PeerJ",2015,10, e1314,,,,5,10.7717/peerj.1314,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84945184185&partnerID=40&md5=6357b81bf73b8a4fbc02e12683c8c0ba",Article,Scopus,2-s2.0-84945184185
"Marcos, M.L., Echave, J.","Too packed to change: Side-chain packing and site-specific substitution rates in protein evolution",2015,"PeerJ",2015,3, e911,,,,12,10.7717/peerj.911,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84982757640&partnerID=40&md5=fdff821302857cb54bae5003c90f4795",Article,Scopus,2-s2.0-84982757640
"Weissburg, M., Beauvais, J.","The smell of success: The amount of prey consumed by predators determines the strength and range of cascading non-consumptive effects",2015,"PeerJ",2015,11, e1426,,,,4,10.7717/peerj.1426,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84948989060&partnerID=40&md5=379b78e3906eaf578677b7bec4dcd3bd",Article,Scopus,2-s2.0-84948989060
"Silber, G.K., Adams, J.D., Asaro, M.J., Cole, T.V.N., Moore, K.S., Ward-Geiger, L.I., Zoodsma, B.J.","The right whale mandatory ship reporting system: A retrospective",2015,"PeerJ",2015,3, e866,,,,3,10.7717/peerj.866,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84926435629&partnerID=40&md5=610b82a615fd38dc04669e27e5de52ab",Article,Scopus,2-s2.0-84926435629
"Spielman, S.J., Kumar, K., Wilke, C.O.","Comprehensive, structurally-informed alignment and phylogeny of vertebrate biogenic amine receptors",2015,"PeerJ",2015,2, e773,,,,5,10.7717/peerj.773,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84926433603&partnerID=40&md5=21e2d76dee464c37e0985a22d7d03d9b",Article,Scopus,2-s2.0-84926433603
"Gonzales, K.K., Tsujimoto, H., Hansen, I.A.","Blood serum and BSA, but neither red blood cells nor hemoglobin can support vitellogenesis and egg production in the dengue vector Aedes aegypti",2015,"PeerJ",2015,5, e938,,,,6,10.7717/peerj.938,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84930640438&partnerID=40&md5=78e4571a86a2f36d3f816f4a59f4e796",Article,Scopus,2-s2.0-84930640438
"Schleimer, A., Araujo, G., Penketh, L., Heath, A., McCoy, E., Labaja, J., Lucey, A., Ponzo, A.","Learning froma provisioning site: Code of conduct compliance and behaviour of whale sharks in Oslob, Cebu, Philippines",2015,"PeerJ",2015,11, e1452,,,,4,10.7717/peerj.1452,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84951035554&partnerID=40&md5=7fad068fa958a7e4de18e8ffe3db5e60",Article,Scopus,2-s2.0-84951035554
"Borges, H.S., Valente, M.T.","Mining usage patterns for the Android API",2015,"PeerJ",2015,1, e12,,,,2,10.7717/peerj-cs.12,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020178100&partnerID=40&md5=3b83d2c3336cc26d3f73d72642dbae04",Article,Scopus,2-s2.0-85020178100
"Albecker, M., Vance-Chalcraft, H.D.","Mismatched anti-predator behavioral responses in predator-naïve larval anurans",2015,"PeerJ",2015,12, e1472,,,,2,10.7717/peerj.1472,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84951172492&partnerID=40&md5=9a32dc0577ad34631d3692ed2c3a31c0",Article,Scopus,2-s2.0-84951172492
"Yarkoni, T., Ashar, Y.K., Wager, T.D.","Interactions between donor Agreeableness and recipient characteristics in predicting charitable donation and positive social evaluation",2015,"PeerJ",2015,8, 1089,,,,1,10.7717/peerj.1089,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84940371229&partnerID=40&md5=5044017902860ea3fb0d4e41b9a64091",Article,Scopus,2-s2.0-84940371229
"McInnes, D.K., Fix, G.M., Solomon, J.L., Petrakis, B.A., Sawh, L., Smelson, D.A.","Preliminary needs assessment of mobile technology use for healthcare among homeless veterans",2015,"PeerJ",2015,7, 1096,,,,3,10.7717/peerj.1096,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84944717739&partnerID=40&md5=2582b33141af5717384b090c43510487",Article,Scopus,2-s2.0-84944717739
"Norman, A., Moss, T.P.","Psychosocial interventions for adults with visible differences: A systematic review",2015,"PeerJ",2015,4, e870,,,,3,10.7717/peerj.870,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84926431988&partnerID=40&md5=e8de4d5ffa995e8f3dc54c647650240c",Article,Scopus,2-s2.0-84926431988
"Aleklett, K., Leff, J.W., Fierer, N., Hart, M.","Wild plant species growing closely connected in a subalpine meadow host distinct root-associated bacterial communities",2015,"PeerJ",2015,2, e804,,,,13,10.7717/peerj.804,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84926471786&partnerID=40&md5=687c94991ccd0b4df0a3547a81209040",Article,Scopus,2-s2.0-84926471786
"Ferrao, T., Janssen, I.","Parental encouragement is positively associated with outdoor active play outside of school hours among 7-12 year olds",2015,"PeerJ",2015,11, e1463,,,,2,10.7717/peerj.1463,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84951192303&partnerID=40&md5=82447eaa38a6be756081d3138ec82f40",Article,Scopus,2-s2.0-84951192303
"Alexander, B.E., Mueller, B., Vermeij, M.J.A., van der Geest, H.H.G., de Goeij, J.M.","Biofouling of inlet pipes affects water quality in running seawater aquaria and compromises sponge cell proliferation",2015,"PeerJ",2015,12, e1430,,,,3,10.7717/peerj.1430,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84951116125&partnerID=40&md5=fae27b285d4e9daad9427f2aafdfeca3",Article,Scopus,2-s2.0-84951116125
"Borisenko, I.E., Adamska, M., Tokina, D.B., Ereskovsky, A.V.","Transdifferentiation is a driving force of regeneration in Halisarca dujardini (Demospongiae, Porifera)",2015,"PeerJ",2015,8, 1211,,,,9,10.7717/peerj.1211,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84940392982&partnerID=40&md5=72b82e01242e76a6f531fede51b651b9",Article,Scopus,2-s2.0-84940392982
"Dunitz, M.I., Lang, J.M., Jospin, G., Darling, A.E., Eisen, J.A., Coil, D.A.","Swabs to genomes: A comprehensive workflow",2015,"PeerJ",2015,5, e960,,,,14,10.7717/peerj.960,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84930614032&partnerID=40&md5=233a8f069f43fe987c6114f93b48298e",Article,Scopus,2-s2.0-84930614032
"Siddiqi, S.H., Creech, M.L., Black, K.J.","Orthostatic stability with intravenous levodopa",2015,"PeerJ",2015,8, 1198,,,,1,10.7717/peerj.1198,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84940398334&partnerID=40&md5=5f31e48e6c1d7402bfd505f1aca51c70",Article,Scopus,2-s2.0-84940398334
"Roik, A., Röthig, T., Roder, C., Müller, P.J., Voolstra, C.R.","Captive rearing of the deep-sea coral Eguchipsammia fistula fromthe Red Sea demonstrates remarkable physiological plasticity",2015,"PeerJ",2015,1, e734,,,,4,10.7717/peerj.734,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84926435297&partnerID=40&md5=aa01e679929bfb7509575d8493b1e749",Article,Scopus,2-s2.0-84926435297
"Duchateau, E., Auty, D., Mothe, F., Longuetaud, F., Ung, C.H., Achim, A.","Models of knot and stemdevelopment in black spruce trees indicate a shift in allocation priority to branches when growth is limited",2015,"PeerJ",2015,4, e873,,,,1,10.7717/peerj.873,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84926436272&partnerID=40&md5=42eba590a2ae4484de813590838ed841",Article,Scopus,2-s2.0-84926436272
"Price, M.R., Sischo, D., Pascua, M.-A., Hadfield, M.G.","Demographic and genetic factors in the recovery or demise of ex situ populations following a severe bottleneck in fifteen species of Hawaiian tree snails",2015,"PeerJ",2015,11, e1406,,,,1,10.7717/peerj.1406,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84948976869&partnerID=40&md5=412ae36b7f41a674f0047eab568800e8",Article,Scopus,2-s2.0-84948976869
"Arriarán, S., Agnelli, S., Remesar, X., Fernández-López, J.A., Alemany, M.","Effects of sex and site on amino acid metabolism enzyme gene expression and activity in rat white adipose tissue",2015,"PeerJ",2015,11, e1399,,,,3,10.7717/peerj.1399,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84949227659&partnerID=40&md5=6e2b2b03f60b4a7d82902cd865d6b91b",Article,Scopus,2-s2.0-84949227659
"Hargreaves, A.D., Mulley, J.F.","Assessing the utility of the Oxford Nanopore MinION for snake venom gland cDNA sequencing",2015,"PeerJ",2015,11, e1441,,,,8,10.7717/peerj.1441,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84949664420&partnerID=40&md5=128d7ded80e8133f66e1a3968c42dff4",Article,Scopus,2-s2.0-84949664420
"Hsieh, Y.-H.","2015 Middle East Respiratory Syndrome Coronavirus (MERS-CoV) nosocomial outbreak in South Korea: Insights from modeling",2015,"PeerJ",2015,12, e1505,,,,9,10.7717/peerj.1505,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84951097363&partnerID=40&md5=3baa6b803362eec1b216fc740ef75149",Article,Scopus,2-s2.0-84951097363
"Karadottir, H., Kulkarni, N.N., Gudjonsson, T., Karason, S., Gudmundsson, G.H.","Cyclic mechanical stretch down-regulates cathelicidin antimicrobial peptide expression and activates a pro-inflammatory response in human bronchial epithelial cells",2015,"PeerJ",2015,12, e1483,,,,1,10.7717/peerj.1483,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84950974814&partnerID=40&md5=79b8ccb2a274925631bee0658166afca",Article,Scopus,2-s2.0-84950974814
"Cau, A., Brougham, T., Naish, D.","The phylogenetic affinities of the bizarre Late Cretaceous Romanian theropod Balaur bondoc (Dinosauria, Maniraptora): Dromaeosaurid or flightless bird?",2015,"PeerJ",2015,6, e1032,,,,9,10.7717/peerj.1032,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84945174434&partnerID=40&md5=243dbb4cb8abef1b972c2d60b0f10d0b",Article,Scopus,2-s2.0-84945174434
"Smith, S.D., Kawash, J.K., Grigoriev, A.","GROM-RD: Resolving genomic biases to improve read depth detection of copy number variants",2015,"PeerJ",2015,3, e836,,,,1,10.7717/peerj.836,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84926430385&partnerID=40&md5=6d31759b60c510e34f9e4234cd5cc385",Article,Scopus,2-s2.0-84926430385
"Hernández-Martínez, C., Palazón-Bru, A., Azrak, C., Navarro-Navarro, A., Baeza-Díaz, M.V., Martinez-Toldos, J.J., Gil-Guillén, V.F.","Detection of diabetic macular oedema: Validation of optical coherence tomography using both foveal thickness and intraretinal fluid",2015,"PeerJ",2015,11, e1394,,,,2,10.7717/peerj.1394,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84948969677&partnerID=40&md5=7a5b05d38a7f0f0a0619f814c4f3f380",Article,Scopus,2-s2.0-84948969677
"Vigotsky, A.D., Contreras, B., Beardsley, C.","Biomechanical implications of skeletal muscle hypertrophy and atrophy: A musculoskeletal model",2015,"PeerJ",2015,11, e1462,,,,2,10.7717/peerj.1462,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84951067707&partnerID=40&md5=0feb6de2e5aec9d6e8a9d55896e87208",Article,Scopus,2-s2.0-84951067707
"Ackley, S.F., Liu, F., Porco, T.C., Pepperell, C.S.","Modeling historical tuberculosis epidemics among Canadian First Nations: Effects of malnutrition and genetic variation",2015,"PeerJ",2015,9, e1237,,,,1,10.7717/peerj.1237,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84944883294&partnerID=40&md5=1ded33c92e7f67b0ed565fcf91a924e6",Article,Scopus,2-s2.0-84944883294
"Marquart, G., de Winter, J.","Workload assessment for mental arithmetic tasks using the task-evoked pupillary response",2015,"PeerJ Computer Science",2015,8, e16,,,,,10.7717/peerj-cs.16,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029821329&partnerID=40&md5=c69e4037b55ee51c7070932ff5cd021a",Article,Scopus,2-s2.0-85029821329
"Bazilinskyy, P., deWinter, J.","Auditory interfaces in automated driving: An international survey",2015,"PeerJ Computer Science",2015,8, 13,,,,,10.7717/peerj-cs.13,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029808686&partnerID=40&md5=12ba1c23f5b6f45a00f1184ec5798a08",Article,Scopus,2-s2.0-85029808686
"Hurry, C.R., Schmidt, D.J., Ponniah, M., Carini, G., Blair, D., Hughes, J.M.","Shared phylogeographic patterns between the ectocommensal flatworm Temnosewellia albata and its host, the endangered freshwater crayfish Euastacus robertsi",2014,"PeerJ",2014,1, e552,,,,2,10.7717/peerj.552,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84907694944&partnerID=40&md5=90b67752d94b517d7a76f31f119543fe",Article,Scopus,2-s2.0-84907694944
"Nettle, D., Pepper, G.V., Jobling, R., Schroeder, K.B.","Being there: A brief visit to a neighbourhood induces the social attitudes of that neighbourhood",2014,"PeerJ",2013,1, 236,,,,12,10.7717/peerj.236,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84900370148&partnerID=40&md5=e038134f8eb3361affed7a3ae733d368",Article,Scopus,2-s2.0-84900370148
"Hill, J., Pollet, T.V., Nettle, D.","Disorder affects judgements about a neighbourhood: Police presence does not",2014,"PeerJ",2013,1,,1,18,,,10.7717/peerj.287,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84900374012&partnerID=40&md5=79fdec55b57d1b0135f8d6d0df6c6774",Article,Scopus,2-s2.0-84900374012
"Bilder, L., Yavnai, N., Zini, A.","Oral health status among long-term hospitalized adults: A cross sectional study",2014,"PeerJ",2014,1, e423,,,,1,10.7717/peerj.423,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84903823834&partnerID=40&md5=aed6055738f827f80fc6ba20dfd473b1",Article,Scopus,2-s2.0-84903823834
"Umeh, C.A., Onyi, S.C.","Case based rubella surveillance in Abia State, South East Nigeria, 2007-2011",2014,"PeerJ",2014,1, e580,,,,3,10.7717/peerj.580,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84907685434&partnerID=40&md5=47931707c300e7487ceeab0fe75edef1",Article,Scopus,2-s2.0-84907685434
"Moulton, M.P., Cropper Jr., W.P.","A comparison of success rates of introduced passeriformbirds in New Zealand, Australia and the United States",2014,"PeerJ",2014,1, e509,,,,3,10.7717/peerj.509,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84925484628&partnerID=40&md5=0f41d5d3143ea06f941cf9ad1087475a",Article,Scopus,2-s2.0-84925484628
"Petropolis, D.B., Rodrigues, J.C.F., Viana, N.B., Pontes, B., Pereira, C.F.A., Silva-Filho, F.C.","Leishmania amazonensis promastigotes in 3d collagen I culture: An in vitro physiological environment for the study of extracellular matrix and host cell interactions",2014,"PeerJ",2014,1, e317,,,,5,10.7717/peerj.317,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84897935163&partnerID=40&md5=a9fc9591c5627e8bc38904a9235fd057",Article,Scopus,2-s2.0-84897935163
"Liang, D., White, R.G., Waterhouse, P.M.","Mobile gene silencing in Arabidopsis is regulated by hydrogen peroxide",2014,"PeerJ",2014,12, e701,,,,3,10.7717/peerj.701,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84928169473&partnerID=40&md5=0ff66f4f4de5a7abbe2a12a900b30f53",Article,Scopus,2-s2.0-84928169473
"Hamberg, Y., Ruimy-Israeli, V., Dassa, B., Barak, Y., Lamed, R., Cameron, K., Fontes, C.M.G.A., Bayer, E.A., Fried, D.B.","Elaborate cellulosome architecture of Acetivibrio cellulolyticus revealed by selective screening of cohesin-dockerin interactions",2014,"PeerJ",2014,1, 636,,,,7,10.7717/peerj.636,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84910034782&partnerID=40&md5=57eea5cde88f5e96d0500329749d27a8",Article,Scopus,2-s2.0-84910034782
"Johnson, M.D., Price, N.N., Smith, J.E.","Contrasting effects of ocean acidification on tropical fleshy and calcareous algae",2014,"PeerJ",2014,1, e411,,,,25,10.7717/peerj.411,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84903852940&partnerID=40&md5=c9d7e4c725edec691fe1e04adbac0f2a",Article,Scopus,2-s2.0-84903852940
"Lemoine, N.P., Burkepile, D.E., Parker, J.D.","Variable effects of temperature on insect herbivory",2014,"PeerJ",2014,1, e376,,,,22,10.7717/peerj.376,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84903837188&partnerID=40&md5=38df72ff206b8f548da23388923ea7be",Article,Scopus,2-s2.0-84903837188
"Plotnik, J.M., de Waal, F.B.M.","Asian elephants (elephas maximus) reassure others in distress",2014,"PeerJ",2013,1,,1,17,,4,10.7717/peerj.278,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84895752414&partnerID=40&md5=982b53ef855814fcf0960c91823343f4",Article,Scopus,2-s2.0-84895752414
"Gillooly, J.F., Zenil-Ferguson, R.","Vertebrate blood cell volume increases with temperature: Implications for aerobic activity",2014,"PeerJ",2014,1, e346,,,,2,10.7717/peerj.346,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84899074457&partnerID=40&md5=bf746e1b20e235a983a4e8f0e876bf5a",Article,Scopus,2-s2.0-84899074457
"Mallon, E.B., Alghamdi, A., Holdbrook, R.T.K., Rosato, E.","Immune stimulation reduces sleep and memory ability in drosophila melanogaster",2014,"PeerJ",2014,1, e434,,,,,10.7717/peerj.434,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84903832337&partnerID=40&md5=c455e7a10c8c464221e39e910648862f",Article,Scopus,2-s2.0-84903832337
"Mournetas, V., Nunes, Q.M., Murray, P.A., Sanderson, C.M., Fernig, D.G.","Network based meta-analysis prediction of microenvironmental relays involved in stemness of human embryonic stemcells",2014,"PeerJ",2014,1, 618,,,,,10.7717/peerj.618,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84910025953&partnerID=40&md5=a7511783c5b9a6d55e6c5d3d46d58727",Article,Scopus,2-s2.0-84910025953
"Smith, M.L.","Honey bee sting pain index by body location",2014,"PeerJ",2014,1, e338,,,,1,10.7717/peerj.338,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84897943263&partnerID=40&md5=44548db729e5ee01d7de288fad81b921",Article,Scopus,2-s2.0-84897943263
"Munshi-South, J., Nagy, C.","Urban park characteristics, genetic variation, and historical demography of white-footed mouse (Peromyscus leucopus) populations in New York City",2014,"PeerJ",2014,1, e310,,,,12,10.7717/peerj.310,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84897932406&partnerID=40&md5=90263588172e49acb0db77723b3f730d",Article,Scopus,2-s2.0-84897932406
"Thibodeau, E., Doron, S., Iacoviello, V., Schimmel, J., Snydman, D.R.","Carbapenem-resistant enterobacteriaceae: Analyzing knowledge and practice in healthcare providers",2014,"PeerJ",2014,1, e405,,,,1,10.7717/peerj.405,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84903846394&partnerID=40&md5=27d18a1d345ae5b1cb310e93c0e22ac8",Article,Scopus,2-s2.0-84903846394
"Kimball, R.T., Braun, E.L.","Does more sequence data improve estimates of galliformphylogeny? Analyses of a rapid radiation using a complete data matrix",2014,"PeerJ",2014,1, e361,,,,14,10.7717/peerj.361,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84899076119&partnerID=40&md5=40d425dd658fe2f7ddee3c6b70f4c06a",Article,Scopus,2-s2.0-84899076119
"Graystock, P., Goulson, D., Hughes, W.O.","The relationship between managed bees and the prevalence of parasites in bumblebees",2014,"PeerJ",2014,1, e522,,,,21,10.7717/peerj.522,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84927802508&partnerID=40&md5=0f00fda9a4d6254bf51535cfc5a232e2",Article,Scopus,2-s2.0-84927802508
"Quayle, M.R., Barnes, D.G., Kaluza, O.L., McHenry, C.R.","An interactive three dimensional approach to anatomical description-the jaw musculature of the Australian laughing kookaburra (Dacelo novaeguineae)",2014,"PeerJ",2014,1, e355,,,,6,10.7717/peerj.355,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84903843083&partnerID=40&md5=487fdf76c50c6aba2830fb1cc3781e97",Article,Scopus,2-s2.0-84903843083
"Stender, Y., Jokiel, P.L., Rodgers, K.S.","Thirty years of coral reef change in relation to coastal construction and increased sedimentation at Pelekane Bay, Hawai'i",2014,"PeerJ",2014,1, e300,,,,6,10.7717/peerj.300,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84897948489&partnerID=40&md5=a1d5769f5182f827f1b3d5e873e91dca",Article,Scopus,2-s2.0-84897948489
"Palagi, E., Norscia, I., Demuru, E.","Yawn contagion in humans and bonobos: Emotional affinity matters more than species",2014,"PeerJ",2014,1, e519,,,,15,10.7717/peerj.519,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84927802118&partnerID=40&md5=8151dbee1198f30c0c2e244eefdf7566",Article,Scopus,2-s2.0-84927802118
"Stuble, K.L., Patterson, C.M., Rodriguez-Cabal, M.A., Ribbons, R.R., Dunn, R.R., Sanders, N.J.","Ant-mediated seed dispersal in a warmed world",2014,"PeerJ",2014,1, e286,,,,7,10.7717/peerj.286,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84897937116&partnerID=40&md5=53e2b5f5bf65737e279efae1ef13b0dc",Article,Scopus,2-s2.0-84897937116
"Zhang, Y., O'Connor, J., Di, L., Qingjin, M., Sigurdsen, T., Chiappe, L.M.","New information on the anatomy of the Chinese early cretaceous bohaiornithidae (Aves: Enantiornithes) froma subadult specimen of Zhouornis hani",2014,"PeerJ",2014,1, e407,,,,5,10.7717/peerj.407,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84903822346&partnerID=40&md5=6950417be11c18ddbc3ed0b0e8da7ff4",Article,Scopus,2-s2.0-84903822346
"Miyamoto, K., Murakami, T., Kakumyan, P., Keller, N.P., Matsui, K.","Formation of 1-octen-3-ol from Aspergillus flavus conidia is accelerated after disruption of cells independently of Ppo oxygenases, and is not a main cause of inhibition of germination",2014,"PeerJ",2014,1, e395,,,,4,10.7717/peerj.395,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84903827021&partnerID=40&md5=15f5f2fc3af76e15312fc56c74733bcf",Article,Scopus,2-s2.0-84903827021
"Asakura, T., Sakata, K., Yoshida, S., Date, Y., Kikuchi, J.","Noninvasive analysis of metabolic changes following nutrient input into diverse fish species, as investigated by metabolic and microbial profiling approaches",2014,"PeerJ",2014,1, 550,,,,11,10.7717/peerj.550,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84910049844&partnerID=40&md5=c41f25d497ea369de76bb4fc6ebbb0b9",Article,Scopus,2-s2.0-84910049844
"Steart, D.C., Spencer, A.R.T., Garwood, R.J., Hilton, J., Munt, M.C., Needham, J., Kenrick, P.","X-ray synchrotron microtomography of a silicified jurassic cheirolepidiaceae (Conifer) cone: Histology and morphology of Pararaucaria collinsonae sp. nov.",2014,"PeerJ",2014,1, 624,,,,8,10.7717/peerj.624,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84910034793&partnerID=40&md5=1b7e3a2dcd5a50b1a3bbf90d7067c50b",Article,Scopus,2-s2.0-84910034793
"Leamy, L.J., Elo, K., Nielsen, M.K., Thorn, S.R., Valdar, W., Pomp, D.","Quantitative trait loci for energy balance traits in an advanced intercross line derived frommice divergently selected for heat loss",2014,"PeerJ",2014,1, e392,,,,1,10.7717/peerj.392,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84903843589&partnerID=40&md5=af437e7429a40d30f508b28be1a59f59",Article,Scopus,2-s2.0-84903843589
"Clark, E.L., Pitt, C., Carroll, A.L., Staffan Lindgren, B., Huber, D.P.","Comparison of lodgepole and jack pine resin chemistry: Implications for range expansion by the mountain pine beetle, dendroctonus ponderosae (coleoptera: Curculionidae)",2014,"PeerJ",2013,1, 240,,,,19,10.7717/peerj.240,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84895729418&partnerID=40&md5=411ee55d846376f752cc0237e7707e53",Article,Scopus,2-s2.0-84895729418
