Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Morrison, J.M., Murphy, C.L., Baker, K., Zamor, R.M., Nikolai, S.J., Wilder, S., Elshahed, M.S., Youssef, N.H.","Microbial communities mediating algal detritus turnover under anaerobic conditions",2017,"PeerJ",2017,1, e2803,,,,1,10.7717/peerj.2803,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85013175381&partnerID=40&md5=ea6907d7e14d2fa7748b76743a3d3232",Article,Scopus,2-s2.0-85013175381
"Zhang, L., Zhang, L., Shi, D., Wei, J., Chang, Y., Zhao, C.","Effects of long-term elevated temperature on covering, sheltering and righting behaviors of the sea urchin Strongylocentrotus intermedius",2017,"PeerJ",2017,3, 3122,,,,1,10.7717/peerj.3122,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85016040639&partnerID=40&md5=8ba82748d9a4a5904631f1fa143af76f",Article,Scopus,2-s2.0-85016040639
"Gee, B.M., Parker, W.G., Marsh, A.D.","Microanatomy and paleohistology of the intercentra of North American metoposaurids from the Upper Triassic of Petrified Forest National Park (Arizona, USA) with implications for the taxonomy and ontogeny of the group",2017,"PeerJ",2017,4, e3183,,,,1,10.7717/peerj.3183,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85017513389&partnerID=40&md5=1e8204a34d2f49c627f6954dd25c973f",Article,Scopus,2-s2.0-85017513389
"Nicholls, E., Fowler, R., Niven, J.E., Gilbert, J.D., Goulson, D.","Larval exposure to field-realistic concentrations of clothianidin has no effect on development rate, over-winter survival or adult metabolic rate in a solitary bee, Osmia bicornis",2017,"PeerJ",2017,6, 3417,,,,,10.7717/peerj.3417,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020861689&partnerID=40&md5=1127da033cf8c0debda2284862b4d9db",Article,Scopus,2-s2.0-85020861689
"Liu, X., Liu, X., Chen, D., Jiang, X., Ma, W.","PLD2 regulates microtubule stability and spindle migration in mouse oocytes during meiotic division",2017,"PeerJ",2017,5, e3295,,,,,10.7717/peerj.3295,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019230919&partnerID=40&md5=382a80202d1820e27c6dd7820a3c8b5b",Article,Scopus,2-s2.0-85019230919
"Wang, Z., Zhao, Q., Wei, H., Wen, X., Cao, S., Huang, X., Wu, R., Yan, Q., Huang, Y., Wen, Y.","Prevalence and seroepidemiology of Haemophilus parasuis in Sichuan province, China",2017,"PeerJ",2017,5, e3379,,,,,10.7717/peerj.3379,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019733959&partnerID=40&md5=0bd03ab8d65ff9c3da4f3bd6af3c4db9",Article,Scopus,2-s2.0-85019733959
"Gao, Y., Fang, H., Dong, Y., Li, H., Pu, C., Zhan, A.","An improved method for the molecular identification of single dinoflagellate cysts",2017,"PeerJ",2017,4, e3224,,,,,10.7717/peerj.3224,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018652449&partnerID=40&md5=cb843c802d8985a121c05c73ce6bf8f4",Article,Scopus,2-s2.0-85018652449
"Nettle, D., Bateson, M.","Childhood and adult socioeconomic position interact to predict health in mid life in a cohort of British women",2017,"PeerJ",2017,6, e3528,,,,,10.7717/peerj.3528,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85021355466&partnerID=40&md5=91cd025d3747c50a317304c33a03d365",Article,Scopus,2-s2.0-85021355466
"Wang, B., Wang, M., Li, A.","Prediction of post-translational modification sites using multiple kernel support vector machine",2017,"PeerJ",2017,4, e3261,,,,,10.7717/peerj.3261,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018175426&partnerID=40&md5=c269cc55ad7a35d4c6c0a83c59f104b4",Article,Scopus,2-s2.0-85018175426
"Machado, D., Fernandes, L., Costa, S.S., Cannalire, R., Manfroni, G., Tabarrini, O., Couto, I., Sabatini, S., Viveiros, M.","Mode of action of the 2-phenylquinoline efflux inhibitor PQQ4R against Escherichia coli",2017,"PeerJ",2017,4, e3168,,,,,10.7717/peerj.3168,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018654266&partnerID=40&md5=63d1ca2274d435ac732fbd5dd2fcb5f8",Article,Scopus,2-s2.0-85018654266
"Peterson, J.E., Warnock, J.P., Eberhart, S.L., Clawson, S.R., Noto, C.R.","New data towards the development of a comprehensive taphonomic framework for the Late Jurassic Cleveland-Lloyd Dinosaur Quarry, central Utah",2017,"PeerJ",2017,6, e3368,,,,,10.7717/peerj.3368,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020177559&partnerID=40&md5=a932684a072846d2f162c1355607037f",Article,Scopus,2-s2.0-85020177559
"Villegas, C.M., Žikić, V., Stanković, S.S., Ortiz-Martínez, S.A., Peñalver-Cruz, A., Lavandero, B.","Morphological variation of Aphidius ervi Haliday (Hymenoptera: Braconidae) associated with different aphid hosts",2017,"PeerJ",2017,7, e3559,,,,,10.7717/peerj.3559,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85022345265&partnerID=40&md5=81a184ae97bdeacee7e375b31184bc5b",Article,Scopus,2-s2.0-85022345265
"Kandul, N., Guo, M., Hay, B.A.","A positive readout single transcript reporter for site-specific mRNA cleavage",2017,"PeerJ",2017,7, e3602,3602,,,,10.7717/peerj.3602,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85025074487&partnerID=40&md5=cdf21bce25771db3fe7758d13b92be2b",Article,Scopus,2-s2.0-85025074487
"Jakubska-Busse, A., Zołubak, E., Łobas, Z., Gola, E.M.","Leaf arrangements are invalid in the taxonomy of orchid species",2017,"PeerJ",2017,7, e3609,,,,,10.7717/peerj.3609,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85025446831&partnerID=40&md5=bf896f7fdc7d1ea777ae312a0abdc450",Article,Scopus,2-s2.0-85025446831
"Sulyok, M., Ferenci, T., Makara, M., Horváth, G., Szlávik, J., Rupnik, Z., Kormos, L., Gerlei, Z., Sulyok, Z., Vályi-Nagy, I.","Hepatic fibrosis and factors associated with liver stiffness in HIV mono-infected individuals",2017,"PeerJ",2017,1, e2867,,,,,10.7717/peerj.2867,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85011294818&partnerID=40&md5=49c35d4ae1c9176c23f4ec80deb8cc09",Article,Scopus,2-s2.0-85011294818
"Knipl, D., Röst, G., Moghadas, S.M.","Population dynamics of epidemic and endemic states of drug-resistance emergence in infectious diseases",2017,"PeerJ",2017,1, e2817,,,,,10.7717/peerj.2817,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85012054646&partnerID=40&md5=d636f00d1b214cc23993371ceaeb977f",Article,Scopus,2-s2.0-85012054646
"Choi, H., Jo, Y., Yoon, J.-Y., Choi, S.-K., Cho, W.K.","Sequence variability of Chrysanthemum stunt viroid in different chrysanthemum cultivars",2017,"PeerJ",2017,1, e2933,,,,,10.7717/peerj.2933,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85013213245&partnerID=40&md5=58fac6eaeff82dec6cdb9fe5f2dfe099",Article,Scopus,2-s2.0-85013213245
"Hoso, M.","Asymmetry of mandibular dentition is associated with dietary specialization in snail-eating snakes",2017,"PeerJ",2017,3, e3011,,,,,10.7717/peerj.3011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85014355680&partnerID=40&md5=8a0bd84ea20fee0c3d06c56908801b13",Article,Scopus,2-s2.0-85014355680
"Berio, E., Divari, S., Cucuzza, L.S., Biolatti, B., Cannizzo, F.T.","17β-estradiol upregulates oxytocin and the oxytocin receptor in C2C12 myotubes",2017,"PeerJ",2017,3, e3124,,,,,10.7717/peerj.3124,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85016440793&partnerID=40&md5=407f3ca1ee965e11333f8faf2c938697",Article,Scopus,2-s2.0-85016440793
"Deis, D.R., Fleeger, J.W., Bourgoin, S.M., Mendelssohn, I.A., Lin, Q., Hou, A.","Shoreline oiling effects and recovery of salt marsh macroinvertebrates from the Deepwater Horizon Oil Spill",2017,"PeerJ",2017,8,,3680,,,,10.7717/peerj.3680,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85027586847&partnerID=40&md5=d1347dd0d0f3af3e5d052f6566be9fde",Article,Scopus,2-s2.0-85027586847
"Capella, M.d.M., Adan, A.","The age of onset of substance use is related to the coping strategies to deal with treatment in men with substance use disorder",2017,"PeerJ",2017,8,,3660,,,,10.7717/peerj.3660,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85027551873&partnerID=40&md5=b663d7feafa4fb382c5ea90a85f42f75",Article,Scopus,2-s2.0-85027551873
"Wood, P.L., Grismer, L.L., Aowphol, A., Aguilar, C.A., Cota, M., Grismer, M.S., Murdoch, M.L., Sites, J.W.","Three new karst-dwelling Cnemaspis Strauch, 1887 (Squamata; Gekkoniade) from Peninsular Thailand and the phylogenetic placement of C. punctatonuchalis and C. vandeventeri",2017,"PeerJ",2017,1, e2884,,,,,10.7717/peerj.2884,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85013173837&partnerID=40&md5=05062c4d9d6211320ca0c30e2e2b27bf",Article,Scopus,2-s2.0-85013173837
"Tomczyk-Zak, K., Szczesny, P., Gromadka, R., Zielenkiewicz, U.","Taxonomic and chemical assessment of exceptionally abundant rock mine biofilm",2017,"PeerJ",2017,8, 3635,,,,,10.7717/peerj.3635,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85027463229&partnerID=40&md5=d48430706f2e49589ea409124d2be6a8",Article,Scopus,2-s2.0-85027463229
"Brownstein, C.D.","Description of arundel clay ornithomimosaur material and a reinterpretation of nedcolbertia justinhofmanni as an ""ostrich dinosaur"": Biogeographic implications",2017,"PeerJ",2017,3, 3110,,,,,10.7717/peerj.3110,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85014673315&partnerID=40&md5=17a8ae17a3a586e47ba1060905571206",Article,Scopus,2-s2.0-85014673315
"Demirci, M.D.S., Allmer, J.","Delineating the impact of machine learning elements in pre-microRNA detection",2017,"PeerJ",2017,3, e3131,,,,,10.7717/peerj.3131,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85016400996&partnerID=40&md5=d387ad157b7556715a29c06164a9a580",Article,Scopus,2-s2.0-85016400996
"Sánchez-García, A., Nel, A., Arillo, A., Solórzano Kraemer, M.M.","The semi-aquatic pondweed bugs of a Cretaceous swamp",2017,"PeerJ",2017,9, 3760,,,,,10.7717/peerj.3760,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85028993313&partnerID=40&md5=f17dfb376eb10098c71ed3096cc27c61",Article,Scopus,2-s2.0-85028993313
"Burton, M.L., Potts, J.C., Page, J., Poholek, A.","Age, growth, mortality and reproductive seasonality of jolthead porgy, Calamus bajonado, from Florida waters",2017,"PeerJ",2017,9, 3774,,,,,10.7717/peerj.3774,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029101275&partnerID=40&md5=a17b397eb4e1839fb297bb04ddf66dc5",Article,Scopus,2-s2.0-85029101275
"Ramanauskas, K., Igić, B.","The evolutionary history of plant T2/S-type ribonucleases",2017,"PeerJ",2017,9, 3790,,,,,10.7717/peerj.3790,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029187971&partnerID=40&md5=24d064212cbebab8b73b919ac2af5c1c",Article,Scopus,2-s2.0-85029187971
"Ani Azaman, S.N., Nagao, N., Yusoff, F.M., Tan, S.W., Yeap, S.K.","A comparison of the morphological and biochemical characteristics of chlorella sorokiniana and chlorella zofingiensis cultured under photoautotrophic and mixotrophic conditions",2017,"PeerJ",2017,9, 3473,,,,,10.7717/peerj.3473,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85029129007&partnerID=40&md5=72063e4f5b6236f37e94def3c8c33d0c",Article,Scopus,2-s2.0-85029129007
"Huang, R.M., Bass, O.L., Pimm, S.L.","Sooty tern (Onychoprion fuscatus) survival, oil spills, shrimp fisheries, and hurricanes",2017,"PeerJ",2017,5, 3287,,,,,10.7717/peerj.3287,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018864940&partnerID=40&md5=b07e1c31883d9c6c78404aa9d3b7db14",Article,Scopus,2-s2.0-85018864940
"Szymańska, A., Dobrenko, K.A.","The ways parents cope with stress in difficult parenting situations: The structural equation modeling approach",2017,"PeerJ",2017,6, e3384,,,,,10.7717/peerj.3384,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020476000&partnerID=40&md5=6eaac1cb63001a928fe9b4cc786621f6",Article,Scopus,2-s2.0-85020476000
"Grímsson, F., Grimm, G.W., Zetter, R.","Tiny pollen grains: First evidence of Saururaceae from the Late Cretaceous of western North America",2017,"PeerJ",2017,6,,e3434,,,,10.7717/peerj.3434,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020533561&partnerID=40&md5=7424b234a06c8c72500a72032d62b8e5",Article,Scopus,2-s2.0-85020533561
"Pirie, T.J., Thomas, R.L., Fellowes, M.D.E.","Increasing game prices may alter farmers' behaviours towards leopards (Panthera pardus) and other carnivores in South Africa",2017,"PeerJ",2017,5, e3369,,,,,10.7717/peerj.3369,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019703108&partnerID=40&md5=9d94cb453cb58d9a0bf9411372dd41c3",Article,Scopus,2-s2.0-85019703108
"Naish, D., Witton, M.P.","Neck biomechanics indicate that giant Transylvanian azhdarchid pterosaurs were short-necked arch predators",2017,"PeerJ",2017,1, e2908,,,,,10.7717/peerj.2908,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85013167727&partnerID=40&md5=f6013dfb9bcef1d9ca54ac970e50593b",Article,Scopus,2-s2.0-85013167727
"Liew, J.W.K., Fong, M.Y., Lau, Y.L.","Quantitative real-time PCR analysis of Anopheles dirus TEP1 and NOS during Plasmodium berghei infection, using three reference genes",2017,"PeerJ",2017,7, 3577,,,,,10.7717/peerj.3577,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85026252974&partnerID=40&md5=a762e4e7d1236ec3e3115a6a0e9a2474",Article,Scopus,2-s2.0-85026252974
"Zhang, Y., Gou, W., Ma, J., Zhang, H., Zhang, Y., Zhang, H.","Genome methylation and regulatory functions for hypoxic adaptation in Tibetan chicken embryos",2017,"PeerJ",2017,10, e3891,,,,,10.7717/peerj.3891,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85030680956&partnerID=40&md5=7f404220f86eb3ad4e823bf0af5e08c7",Article,Scopus,2-s2.0-85030680956
"Tsai, M.-A., Chen, I.-H., Wang, J.-H., Chou, S.-J., Li, T.-H., Leu, M.-Y., Ho, H.-K., Yang, W.C.","A probe-based qRT-PCR method to profile immunological gene expression in blood of captive beluga whales (Delphinapterus leucas)",2017,"PeerJ",2017,9, e3840,,,,,10.7717/peerj.3840,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85030117231&partnerID=40&md5=6f823d58a3b5a529bbec9d6a6b853846",Article,Scopus,2-s2.0-85030117231
"Walsh, C.J., Guinane, C.M., O'Toole, P.W., Cotter, P.D.","A Profile Hidden Markov Model to investigate the distribution and frequency of LanB-encoding lantibiotic modification genes in the human oral and gut microbiome",2017,"PeerJ",2017,4, e3254,,,,1,10.7717/peerj.3254,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85018280872&partnerID=40&md5=42a86199f041ebebad44d5ecbd8b827c",Article,Scopus,2-s2.0-85018280872
"ter Braak, C.J.F., Peres-Neto, P., Dray, S.","A critical issue in model-based inference for studying trait-based community assembly and a solution",2017,"PeerJ",2017,1, e2885,,,,1,10.7717/peerj.2885,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85013191648&partnerID=40&md5=3a089ac52874b2de5ea66f354167d603",Article,Scopus,2-s2.0-85013191648
"Britayev, T.A., Mekhova, E., Deart, Y., Martin, D.","Do syntopic host species harbour similar symbiotic communities? The case of Chaetopterus spp. (Annelida: Chaetopteridae)",2017,"PeerJ",2017,2, e2930,,,,,10.7717/peerj.2930,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85013174000&partnerID=40&md5=12e52b1991560efd9d7c3dfcaedbac0c",Article,Scopus,2-s2.0-85013174000
"Golding, S.E., Horsfield, C., Davies, A., Egan, B., Jones, M., Raleigh, M., Schofield, P., Squires, A., Start, K., Quinn, T., Cropley, M.","Exploring the psychological health of emergency dispatch centre operatives: A systematic review and narrative synthesis",2017,"PeerJ",2017,10, e3735,,,,,10.7717/peerj.3735,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85031403352&partnerID=40&md5=b96a9427e9ec1a7583e179b8028cc01f",Article,Scopus,2-s2.0-85031403352
"Zhang, Y.-N., Zhu, X.-Y., Ma, J.-F., Dong, Z.-P., Xu, J.-W., Kang, K., Zhang, L.-W.","Molecular identification and expression patterns of odorant binding protein and chemosensory protein genes in Athetis lepigone (Lepidoptera: Noctuidae)",2017,"PeerJ",2017,3, e3157,,,,1,10.7717/peerj.3157,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85016439237&partnerID=40&md5=c7261407a9734cc82d9a5ddddc623aad",Article,Scopus,2-s2.0-85016439237
"Breure, A.S.H., Araujo, R.","The Neotropical land snails (Mollusca, Gastropoda) collected by the 'Comisión Científica del Pacífico'",2017,"PeerJ",2017,3, e3065,,,,1,10.7717/peerj.3065,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85015190392&partnerID=40&md5=6aedc92cb2cdcc3e392ae6b5a9186d82",Article,Scopus,2-s2.0-85015190392
"Hobson, N.M., Bonk, D., Inzlicht, M.","Rituals decrease the neural response to performance failure",2017,"PeerJ",2017,5, e3363,,,,,10.7717/peerj.3363,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019731474&partnerID=40&md5=e3824c75cfbcd5787db057d451e13552",Article,Scopus,2-s2.0-85019731474
"Tejral, G., Sopko, B., Necas, A., Schoner, W., Amler, E.","Computer modelling reveals new conformers of the ATP binding loop of Na<sup>+</sup>/K<sup>+</sup>-ATPase involved in the transphosphorylation process of the sodium pump",2017,"PeerJ",2017,3, e3087,,,,,10.7717/peerj.3087,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85015203992&partnerID=40&md5=e19ca64532ff4a023109cbc066af4e9f",Article,Scopus,2-s2.0-85015203992
"Lin, S., Jiang, Y., He, J., Ma, G., Xu, Y., Jiang, H.","Changes in the spatial and temporal pattern of natural forest cover on Hainan Island from the 1950s to the 2010s: Implications for natural forest conservation and management",2017,"PeerJ",2017,5, e3320,,,,,10.7717/peerj.3320,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85019182018&partnerID=40&md5=31cc6ae0158aa07d1472f4a3a2728d18",Article,Scopus,2-s2.0-85019182018
"Dick, J.M.","Chemical composition and the potential for proteomic transformation in cancer, hypoxia, and hyperosmotic stress",2017,"PeerJ",2017,6, e3421,,,,,10.7717/peerj.3421,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020166327&partnerID=40&md5=ec4ef02e1bf86739f7db4305f5649e77",Article,Scopus,2-s2.0-85020166327
"Raoult, V., Trompf, L., Williamson, J.E., Brown, C.","Stress profile influences learning approach in a marine fish",2017,"PeerJ",2017,6, e3445,,,,,10.7717/peerj.3445,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85020263085&partnerID=40&md5=af4bb1b0d711be2af49a85366bc50f17",Article,Scopus,2-s2.0-85020263085
"Lawrence, K.L., Wise, D.H.","Long-term resource addition to a detrital food web yields a pattern of responses more complex than pervasive bottom-up control",2017,"PeerJ",2017,7,,3572,,,,10.7717/peerj.3572,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85025099293&partnerID=40&md5=6126ccc3768264cb4ec651a4a974f222",Article,Scopus,2-s2.0-85025099293
"Durá-Gil, J.V., Bazuelo-Ruiz, B., Moro-Pérez, D., Mollà-Domenech, F.","Analysis of different vibration patterns to guide blind people",2017,"PeerJ",2017,3, e3082,,,,,10.7717/peerj.3082,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85015993308&partnerID=40&md5=534a7f762b4c427490e794a53548c9c6",Article,Scopus,2-s2.0-85015993308
"Mayerl, H., Stolz, E., Waxenegger, A., Freidl, W.","Exploring differential health effects of work stress: A latent class cluster approach",2017,"PeerJ",2017,3, e3106,,,,,10.7717/peerj.3106,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85015971311&partnerID=40&md5=61fe903b099566422014a017dde23702",Article,Scopus,2-s2.0-85015971311
"Wang, Y., Song, W., Wu, J., Li, Z., Mu, F., Li, Y., Huang, H., Zhu, W., Zhang, F.","Modeling using clinical examination indicators predicts interstitial lung disease among patients with rheumatoid arthritis",2017,"PeerJ",2017,2, e3021,1,15,,,10.7717/peerj.3021,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85013656042&partnerID=40&md5=14029e7ef1ed9630c632536f8807ae4d",Article,Scopus,2-s2.0-85013656042
